Year,Country,Region,Scenario,CO2_Emissions_mt,Temp_Anomaly_C,Renewable_Energy_%,Extreme_Events,Climate_Policy_Index,GDP_Billion,Population_Million,Sea_Level_mm,Methane_ppb
2032,Germany,Europe,Current (2020-2026),608.89,1.757,33.67,23,43.79,938.29,143.0,242.68,1606.03
2032,Germany,Europe,BAU,714.27,1.894,26.28,27,41.8,1548.5,187.45,276.25,1641.91
2032,Germany,Europe,Green,408.62,1.118,41.46,15,63.2,1640.74,164.02,160.91,1389.92
2033,Germany,Europe,Historical,591.43,1.663,33.28,22,41.72,1492.99,75.1,235.62,1559.37
2033,Germany,Europe,Current (2020-2026),613.26,1.752,28.02,25,42.3,972.53,208.22,244.94,1596.46
2033,Germany,Europe,BAU,690.51,1.973,33.32,26,41.28,1190.09,217.14,288.7,1656.66
2033,Germany,Europe,Green,426.56,1.019,44.01,15,56.8,1102.57,229.82,156.14,1445.23
2034,Germany,Europe,Historical,595.05,1.692,30.43,20,53.41,1191.28,213.56,235.21,1565.26
2034,Germany,Europe,Current (2020-2026),632.4,1.845,33.65,24,49.24,1280.78,214.31,244.18,1620.35
2034,Germany,Europe,BAU,719.63,1.991,26.14,24,44.52,1340.38,119.03,268.21,1674.54
2034,Germany,Europe,Green,416.5,1.052,35.18,17,64.43,1462.79,67.94,166.97,1428.42
2035,Germany,Europe,Historical,626.12,1.513,36.85,21,47.77,953.41,112.69,236.32,1596.58
2035,Germany,Europe,Current (2020-2026),615.35,1.579,26.31,24,44.66,969.44,160.91,245.62,1611.14
2035,Germany,Europe,BAU,720.09,2.125,26.07,27,39.01,1332.63,124.04,287.51,1676.18
2035,Germany,Europe,Green,412.99,1.136,35.53,15,73.3,941.92,153.87,166.33,1439.6
2036,Germany,Europe,Historical,591.1,1.786,34.87,27,55.43,1477.72,136.42,251.7,1564.19
2036,Germany,Europe,Current (2020-2026),635.25,1.851,30.39,25,52.43,959.01,229.1,248.45,1637.39
2036,Germany,Europe,BAU,742.54,1.966,29.88,28,38.31,943.34,101.46,285.46,1673.28
2036,Germany,Europe,Green,435.0,1.139,49.59,17,61.29,1701.68,232.29,165.27,1432.34
2037,Germany,Europe,Historical,578.2,1.637,40.24,24,47.13,1186.4,116.95,246.58,1568.94
2037,Germany,Europe,Current (2020-2026),621.89,2.002,24.93,27,47.2,1297.55,114.6,257.23,1617.33
2037,Germany,Europe,BAU,702.27,2.308,27.3,27,33.33,1512.92,225.27,295.43,1690.54
2037,Germany,Europe,Green,402.04,1.089,44.25,19,74.73,1336.85,230.87,171.1,1439.73
2038,Germany,Europe,Historical,597.61,1.657,30.3,24,60.38,1305.96,78.41,249.11,1573.31
2038,Germany,Europe,Current (2020-2026),642.72,1.852,34.54,30,55.55,1661.93,177.02,256.24,1591.95
2038,Germany,Europe,BAU,731.82,2.283,26.72,29,47.96,995.7,67.94,298.23,1658.74
2038,Germany,Europe,Green,415.55,1.196,47.93,19,74.45,1189.47,105.5,177.07,1431.17
2039,Germany,Europe,Historical,606.58,1.628,33.01,28,54.58,1534.74,143.45,248.3,1602.17
2039,Germany,Europe,Current (2020-2026),616.61,1.838,32.7,24,55.59,979.43,230.13,250.83,1616.96
2039,Germany,Europe,BAU,723.45,2.237,25.57,31,38.05,1532.14,219.72,296.89,1680.5
2039,Germany,Europe,Green,420.32,1.306,47.27,20,74.62,1385.31,221.48,177.22,1450.77
2040,Germany,Europe,Historical,604.49,1.679,35.77,26,53.36,1133.99,180.2,246.19,1629.18
2040,Germany,Europe,Current (2020-2026),633.63,1.877,34.93,27,44.26,1718.67,248.05,266.62,1631.06
2040,Germany,Europe,BAU,708.69,2.136,27.0,27,51.81,1176.29,235.34,307.43,1696.06
2040,Germany,Europe,Green,446.33,1.276,43.79,15,77.94,1274.1,126.55,173.77,1418.79
1940,Brazil,South America,Historical,357.2,-0.055,2.0,4,10.0,1568.8,115.55,1.28,1089.89
1940,Brazil,South America,Current (2020-2026),392.42,-0.192,2.0,1,10.0,1568.8,115.55,-2.56,1130.92
1940,Brazil,South America,BAU,429.69,-0.059,2.0,1,10.0,1568.8,115.55,9.37,1102.51
1940,Brazil,South America,Green,252.98,-0.261,2.0,1,10.0,1568.8,115.55,4.13,1127.5
1941,Brazil,South America,Historical,386.74,-0.236,2.0,1,10.0,1577.93,115.79,0.97,1092.65
1941,Brazil,South America,Current (2020-2026),392.13,-0.109,2.0,1,10.0,1573.08,117.39,11.96,1073.97
1941,Brazil,South America,BAU,422.63,-0.398,2.41,1,10.0,1577.12,117.27,7.76,1121.63
1941,Brazil,South America,Green,247.24,-0.229,2.88,1,10.0,1577.59,116.29,3.03,1120.65
1942,Brazil,South America,Historical,368.49,-0.362,2.66,1,10.0,1580.67,117.69,4.44,1137.38
1942,Brazil,South America,Current (2020-2026),357.69,-0.197,2.0,1,10.0,1582.27,118.07,0.42,1133.1
1942,Brazil,South America,BAU,426.69,-0.113,2.0,1,10.0,1583.25,116.4,2.35,1124.57
1942,Brazil,South America,Green,275.15,-0.191,2.0,1,10.0,1588.2,118.83,2.84,1108.7
1943,Brazil,South America,Historical,366.44,-0.392,2.0,1,10.0,1579.85,116.83,2.29,1128.29
1943,Brazil,South America,Current (2020-2026),355.99,-0.115,2.0,1,10.0,1598.12,117.84,11.7,1084.25
1943,Brazil,South America,BAU,462.06,-0.152,5.09,2,10.0,1586.48,119.82,17.27,1098.61
1943,Brazil,South America,Green,302.79,-0.185,2.0,1,10.0,1578.52,118.9,4.71,1071.5
1944,Brazil,South America,Historical,386.96,-0.058,2.0,1,10.0,1606.59,119.58,10.9,1144.66
1944,Brazil,South America,Current (2020-2026),382.42,-0.197,4.03,1,10.0,1606.32,121.21,6.89,1109.43
1944,Brazil,South America,BAU,429.35,-0.18,3.2,1,10.0,1596.81,118.16,7.47,1113.6
1944,Brazil,South America,Green,235.42,-0.125,2.0,2,10.0,1592.2,118.34,9.06,1101.68
1945,Brazil,South America,Historical,358.06,-0.015,2.21,1,10.0,1613.34,119.51,9.12,1104.44
1945,Brazil,South America,Current (2020-2026),362.27,-0.088,2.0,2,10.0,1614.41,124.71,10.4,1136.11
1945,Brazil,South America,BAU,457.61,-0.138,2.05,2,10.0,1613.27,116.32,16.6,1160.78
1945,Brazil,South America,Green,251.89,-0.039,6.15,1,10.0,1612.77,121.63,11.03,1153.95
1946,Brazil,South America,Historical,381.34,0.029,2.0,1,10.0,1610.34,126.79,18.48,1132.41
1946,Brazil,South America,Current (2020-2026),379.28,-0.002,7.08,1,10.0,1623.44,121.65,17.57,1138.42
1946,Brazil,South America,BAU,460.32,-0.001,2.0,3,10.0,1586.34,117.96,17.97,1152.72
1946,Brazil,South America,Green,268.35,-0.016,2.0,2,10.0,1604.27,124.49,2.8,1097.11
1947,Brazil,South America,Historical,378.02,-0.056,8.36,1,10.0,1637.97,119.38,12.2,1125.15
1947,Brazil,South America,Current (2020-2026),377.67,0.115,4.09,2,10.0,1593.74,124.71,26.66,1175.25
1947,Brazil,South America,BAU,487.45,-0.027,2.0,2,10.0,1637.69,128.9,18.7,1114.37
1947,Brazil,South America,Green,294.06,-0.263,2.0,1,10.0,1598.6,126.41,9.79,1130.49
1948,Brazil,South America,Historical,375.68,-0.146,7.01,2,10.0,1627.97,123.43,21.07,1123.76
1948,Brazil,South America,Current (2020-2026),399.0,-0.011,5.69,4,10.0,1639.64,128.75,9.64,1110.22
1948,Brazil,South America,BAU,445.6,-0.069,2.0,3,10.0,1616.04,118.83,22.93,1095.47
1948,Brazil,South America,Green,265.8,-0.104,4.37,1,10.0,1604.08,120.07,17.59,1168.28
1949,Brazil,South America,Historical,368.53,-0.015,3.72,4,10.0,1588.51,132.51,36.22,1130.69
1949,Brazil,South America,Current (2020-2026),423.06,0.014,7.45,1,10.0,1625.09,125.27,27.14,1139.89
1949,Brazil,South America,BAU,490.22,-0.085,4.71,1,10.0,1599.43,128.35,28.55,1141.72
1949,Brazil,South America,Green,282.15,-0.239,3.07,2,10.0,1606.6,132.49,16.72,1132.76
1950,Brazil,South America,Historical,387.88,0.125,2.0,4,10.0,1633.78,131.01,18.31,1155.67
1950,Brazil,South America,Current (2020-2026),393.87,0.111,6.19,1,10.0,1643.02,120.1,21.52,1184.7
1950,Brazil,South America,BAU,479.86,0.159,3.17,3,10.0,1658.39,130.75,34.98,1193.77
1950,Brazil,South America,Green,266.36,-0.121,5.53,1,10.0,1608.61,133.31,24.04,1104.78
1951,Brazil,South America,Historical,395.57,0.132,2.14,1,10.0,1677.3,134.1,23.52,1175.94
1951,Brazil,South America,Current (2020-2026),422.38,0.025,2.0,4,10.0,1630.97,118.89,25.55,1126.89
1951,Brazil,South America,BAU,464.38,0.046,6.89,5,10.0,1606.48,128.92,36.6,1169.0
1951,Brazil,South America,Green,291.82,0.014,7.06,4,10.0,1671.43,116.87,17.62,1147.09
1952,Brazil,South America,Historical,385.9,0.156,3.95,4,10.0,1626.47,126.59,38.04,1160.2
1952,Brazil,South America,Current (2020-2026),416.28,0.222,6.24,3,10.0,1634.71,127.16,32.48,1189.25
1952,Brazil,South America,BAU,475.05,0.122,8.11,4,10.0,1615.41,139.19,31.91,1212.44
1952,Brazil,South America,Green,257.5,0.021,2.0,4,10.0,1638.28,128.55,28.11,1151.74
1953,Brazil,South America,Historical,387.88,0.072,10.22,4,10.0,1618.84,141.03,23.91,1168.55
1953,Brazil,South America,Current (2020-2026),387.24,0.073,4.16,2,10.0,1688.9,137.06,37.75,1198.1
1953,Brazil,South America,BAU,457.8,0.203,4.75,4,10.0,1647.19,134.41,40.99,1146.12
1953,Brazil,South America,Green,255.16,-0.015,8.51,3,10.0,1619.81,119.19,22.79,1130.06
1954,Brazil,South America,Historical,410.03,-0.059,3.74,3,10.0,1707.18,141.86,36.61,1146.52
1954,Brazil,South America,Current (2020-2026),403.76,-0.074,5.84,2,10.0,1647.75,131.63,32.97,1211.43
1954,Brazil,South America,BAU,460.95,0.132,7.43,4,10.0,1620.23,125.24,42.96,1181.73
1954,Brazil,South America,Green,275.22,-0.105,7.43,4,10.0,1691.99,122.68,26.96,1155.56
1955,Brazil,South America,Historical,379.96,0.052,6.76,1,10.0,1641.42,125.01,24.73,1196.93
1955,Brazil,South America,Current (2020-2026),406.84,0.184,7.18,5,10.0,1653.34,122.66,38.89,1154.1
1955,Brazil,South America,BAU,478.65,0.197,5.54,5,10.0,1607.89,137.43,44.1,1178.31
1955,Brazil,South America,Green,246.11,0.144,9.46,1,10.0,1625.44,132.69,22.17,1135.52
1956,Brazil,South America,Historical,385.75,0.098,10.4,7,10.0,1691.23,142.27,42.72,1166.84
1956,Brazil,South America,Current (2020-2026),406.48,0.112,4.06,1,10.0,1660.05,123.86,35.76,1188.14
1956,Brazil,South America,BAU,481.73,0.116,7.72,7,10.0,1714.35,124.6,43.83,1162.99
1956,Brazil,South America,Green,280.42,-0.074,7.53,3,10.0,1727.11,138.34,29.69,1159.87
1957,Brazil,South America,Historical,410.22,0.146,2.0,7,10.0,1727.61,128.85,37.1,1125.09
1957,Brazil,South America,Current (2020-2026),432.14,0.154,8.64,3,10.0,1638.82,121.48,39.47,1171.46
1957,Brazil,South America,BAU,482.27,0.251,6.23,5,10.0,1659.12,127.74,55.39,1197.37
1957,Brazil,South America,Green,270.12,0.036,10.47,6,10.0,1727.2,134.73,20.42,1160.07
1958,Brazil,South America,Historical,393.03,0.258,2.62,4,10.0,1671.76,139.69,40.46,1166.93
1958,Brazil,South America,Current (2020-2026),436.43,0.169,6.04,5,10.0,1690.32,142.95,52.49,1201.8
1958,Brazil,South America,BAU,470.12,0.314,3.57,8,10.0,1618.25,142.5,48.26,1194.06
1958,Brazil,South America,Green,298.99,0.08,9.54,2,10.0,1727.12,124.01,38.48,1121.46
1959,Brazil,South America,Historical,382.02,0.26,10.33,3,10.0,1628.98,140.15,50.98,1169.94
1959,Brazil,South America,Current (2020-2026),407.3,0.18,3.13,5,10.0,1722.88,138.22,49.13,1202.35
1959,Brazil,South America,BAU,468.32,0.458,8.89,7,10.0,1621.13,142.55,63.46,1235.89
1959,Brazil,South America,Green,300.16,0.179,8.78,1,10.0,1717.27,143.03,31.1,1172.81
1960,Brazil,South America,Historical,422.32,0.069,4.65,6,10.0,1610.24,141.61,55.16,1206.44
1960,Brazil,South America,Current (2020-2026),438.29,0.142,4.88,6,10.0,1734.8,120.35,43.89,1185.35
1960,Brazil,South America,BAU,509.57,0.237,8.3,9,10.0,1741.52,151.7,57.33,1216.23
1960,Brazil,South America,Green,275.21,0.039,3.58,3,10.0,1714.92,136.45,32.45,1173.9
1961,Brazil,South America,Historical,414.18,0.311,8.23,4,10.0,1665.21,141.01,47.7,1224.42
1961,Brazil,South America,Current (2020-2026),444.91,0.101,5.92,3,10.0,1667.27,151.46,58.73,1164.55
1961,Brazil,South America,BAU,511.36,0.172,5.21,2,10.0,1621.23,129.77,58.38,1229.58
1961,Brazil,South America,Green,307.38,0.087,10.83,4,10.0,1642.89,133.8,42.78,1176.22
1962,Brazil,South America,Historical,402.91,0.254,5.85,7,10.0,1741.24,152.03,58.92,1212.63
1962,Brazil,South America,Current (2020-2026),451.18,0.244,6.19,6,10.0,1613.44,122.33,54.45,1210.78
1962,Brazil,South America,BAU,506.86,0.248,2.12,6,10.0,1742.17,121.7,56.95,1240.57
1962,Brazil,South America,Green,298.84,0.088,9.68,3,10.0,1663.5,150.8,36.07,1163.62
1963,Brazil,South America,Historical,436.23,0.227,9.77,3,10.0,1665.77,127.52,59.36,1241.9
1963,Brazil,South America,Current (2020-2026),449.9,0.222,11.41,4,10.0,1641.75,135.78,60.98,1216.64
1963,Brazil,South America,BAU,518.76,0.388,8.89,7,10.0,1702.86,140.23,71.22,1251.79
1963,Brazil,South America,Green,277.64,0.106,12.87,7,10.0,1640.59,133.51,40.97,1197.96
1964,Brazil,South America,Historical,412.92,0.241,16.87,8,10.0,1629.99,124.56,52.7,1205.86
1964,Brazil,South America,Current (2020-2026),423.12,0.311,12.78,9,10.0,1712.7,151.04,75.95,1228.89
1964,Brazil,South America,BAU,521.72,0.434,10.55,8,10.0,1727.61,121.88,74.57,1221.81
1964,Brazil,South America,Green,292.85,-0.042,14.71,6,10.0,1659.87,119.38,50.73,1172.62
1965,Brazil,South America,Historical,386.97,0.108,5.21,7,10.0,1697.95,149.21,64.8,1234.57
1965,Brazil,South America,Current (2020-2026),427.78,0.379,12.38,5,10.0,1791.77,158.77,76.18,1241.71
1965,Brazil,South America,BAU,523.97,0.493,5.05,9,10.0,1621.2,134.69,72.28,1244.56
1965,Brazil,South America,Green,306.12,0.088,12.18,3,10.0,1645.62,127.22,43.99,1196.77
1966,Brazil,South America,Historical,416.69,0.359,11.64,6,10.0,1725.83,162.24,57.66,1234.22
1966,Brazil,South America,Current (2020-2026),436.08,0.451,4.52,6,10.0,1783.27,140.37,55.82,1258.9
1966,Brazil,South America,BAU,513.41,0.503,2.0,10,10.0,1816.17,133.76,75.46,1268.79
1966,Brazil,South America,Green,307.73,0.253,12.59,5,10.0,1781.44,131.57,49.69,1205.48
1967,Brazil,South America,Historical,438.23,0.289,5.97,8,10.0,1751.87,139.58,75.92,1227.77
1967,Brazil,South America,Current (2020-2026),448.72,0.329,6.89,6,10.0,1782.15,126.34,66.37,1226.39
1967,Brazil,South America,BAU,501.92,0.311,11.49,6,10.0,1760.56,142.72,81.97,1258.75
1967,Brazil,South America,Green,311.35,0.212,15.06,5,10.0,1728.9,153.07,45.04,1181.58
1968,Brazil,South America,Historical,439.32,0.187,2.76,6,10.0,1625.84,152.91,81.2,1203.37
1968,Brazil,South America,Current (2020-2026),446.31,0.298,8.72,6,10.0,1655.9,122.55,67.2,1254.14
1968,Brazil,South America,BAU,512.01,0.24,6.04,10,10.0,1721.87,160.55,82.34,1248.68
1968,Brazil,South America,Green,306.71,0.367,12.75,6,10.0,1664.85,144.05,47.65,1210.47
1969,Brazil,South America,Historical,442.97,0.368,11.3,5,10.0,1799.65,124.95,71.71,1230.64
1969,Brazil,South America,Current (2020-2026),466.7,0.347,10.09,6,10.0,1757.51,162.39,79.09,1237.21
1969,Brazil,South America,BAU,550.09,0.599,5.75,6,10.0,1655.41,144.19,91.38,1271.83
1969,Brazil,South America,Green,294.5,0.266,15.02,7,10.0,1840.4,145.21,46.47,1182.41
1970,Brazil,South America,Historical,424.49,0.373,8.09,11,10.0,1642.14,159.41,73.23,1272.15
1970,Brazil,South America,Current (2020-2026),426.8,0.561,11.4,5,10.0,1663.7,157.85,77.54,1251.72
1970,Brazil,South America,BAU,533.87,0.573,4.96,12,10.0,1806.4,147.63,85.62,1304.66
1970,Brazil,South America,Green,314.52,0.186,22.64,5,10.0,1844.94,163.01,49.88,1213.83
1971,Brazil,South America,Historical,424.31,0.295,13.12,4,10.0,1739.55,135.53,67.44,1260.74
1971,Brazil,South America,Current (2020-2026),456.88,0.584,9.57,9,10.0,1669.26,150.46,81.79,1260.15
1971,Brazil,South America,BAU,523.63,0.464,9.16,11,10.0,1821.68,134.21,92.62,1301.08
1971,Brazil,South America,Green,293.45,0.285,16.76,2,10.0,1752.64,128.5,57.63,1148.98
1972,Brazil,South America,Historical,438.7,0.572,6.5,8,10.0,1714.56,157.98,83.0,1251.72
1972,Brazil,South America,Current (2020-2026),484.33,0.38,12.56,14,10.0,1739.21,123.12,90.89,1260.68
1972,Brazil,South America,BAU,525.53,0.58,9.08,8,10.0,1863.26,148.95,95.1,1327.21
1972,Brazil,South America,Green,299.83,0.164,12.08,5,10.0,1881.35,169.03,57.2,1234.07
1973,Brazil,South America,Historical,446.54,0.207,10.17,9,10.0,1819.03,170.13,88.48,1280.86
1973,Brazil,South America,Current (2020-2026),451.83,0.418,13.23,7,10.0,1868.28,134.66,97.12,1259.13
1973,Brazil,South America,BAU,542.81,0.599,12.09,9,10.0,1752.29,168.07,97.83,1299.56
1973,Brazil,South America,Green,318.0,0.219,15.48,3,10.0,1751.09,141.22,61.72,1241.98
1974,Brazil,South America,Historical,449.91,0.549,11.52,10,10.0,1859.0,149.75,94.02,1287.48
1974,Brazil,South America,Current (2020-2026),433.5,0.588,14.09,8,10.0,1772.51,132.61,89.42,1252.44
1974,Brazil,South America,BAU,537.21,0.469,12.14,10,10.0,1889.02,124.91,101.57,1302.91
1974,Brazil,South America,Green,285.71,0.184,21.03,8,10.0,1637.37,181.48,60.28,1217.0
1975,Brazil,South America,Historical,437.89,0.473,13.39,10,10.0,1888.99,147.9,86.9,1284.27
1975,Brazil,South America,Current (2020-2026),465.69,0.542,12.67,8,10.0,1742.91,130.01,94.93,1261.09
1975,Brazil,South America,BAU,533.78,0.483,4.71,7,10.0,1734.74,163.46,103.98,1308.12
1975,Brazil,South America,Green,293.26,0.33,19.02,7,10.0,1913.0,149.18,58.3,1192.9
1976,Brazil,South America,Historical,479.63,0.548,11.44,12,10.0,1783.45,182.81,91.08,1274.05
1976,Brazil,South America,Current (2020-2026),497.15,0.629,12.87,8,10.0,1786.37,160.3,91.53,1266.1
1976,Brazil,South America,BAU,541.2,0.481,12.04,10,10.0,1915.22,161.9,102.15,1305.3
1976,Brazil,South America,Green,299.96,0.473,17.23,7,10.0,1699.87,150.69,69.79,1222.6
1977,Brazil,South America,Historical,458.98,0.594,11.07,8,10.0,1850.82,187.09,86.91,1327.56
1977,Brazil,South America,Current (2020-2026),453.64,0.503,12.7,14,10.0,1924.23,145.01,97.29,1301.89
1977,Brazil,South America,BAU,529.67,0.616,9.91,8,10.0,1935.37,166.35,109.06,1312.6
1977,Brazil,South America,Green,286.91,0.35,16.15,11,10.0,1794.96,177.61,61.74,1203.09
1978,Brazil,South America,Historical,473.12,0.574,12.13,9,10.0,1801.93,136.07,96.7,1320.24
1978,Brazil,South America,Current (2020-2026),432.77,0.594,13.8,9,10.0,1910.16,122.41,91.35,1319.0
1978,Brazil,South America,BAU,527.98,0.639,10.53,10,10.0,1757.87,133.74,112.99,1336.86
1978,Brazil,South America,Green,314.7,0.336,23.1,8,10.0,1915.89,134.12,64.34,1248.55
1979,Brazil,South America,Historical,457.09,0.569,14.13,9,13.79,1863.46,191.2,94.17,1281.49
1979,Brazil,South America,Current (2020-2026),467.52,0.688,12.09,8,10.0,1727.11,185.26,105.95,1267.59
1979,Brazil,South America,BAU,541.96,0.665,7.4,8,10.0,1765.13,177.46,120.47,1348.66
1979,Brazil,South America,Green,335.91,0.41,16.69,3,10.0,1741.31,136.03,66.74,1229.72
1980,Brazil,South America,Historical,466.74,0.614,12.9,10,10.0,1670.3,130.29,104.68,1296.23
1980,Brazil,South America,Current (2020-2026),473.38,0.632,12.81,8,10.0,1967.0,137.45,108.88,1288.34
1980,Brazil,South America,BAU,562.66,0.728,10.14,13,10.0,1843.8,147.45,114.74,1317.26
1980,Brazil,South America,Green,304.33,0.435,22.15,11,10.0,1868.4,137.69,72.57,1255.54
1981,Brazil,South America,Historical,488.43,0.563,14.7,7,10.0,1784.86,175.73,96.48,1314.85
1981,Brazil,South America,Current (2020-2026),472.32,0.614,7.9,11,10.0,1751.84,149.73,111.64,1282.33
1981,Brazil,South America,BAU,536.78,0.906,8.17,12,10.0,1778.83,159.84,119.46,1378.85
1981,Brazil,South America,Green,301.64,0.378,15.6,9,10.0,1774.94,177.83,73.23,1252.03
1982,Brazil,South America,Historical,477.96,0.71,12.55,10,10.0,1751.67,166.58,104.74,1332.19
1982,Brazil,South America,Current (2020-2026),479.5,0.568,17.7,11,10.0,1760.99,143.58,114.96,1308.72
1982,Brazil,South America,BAU,567.72,0.759,8.61,13,10.0,1706.17,195.36,125.99,1341.63
1982,Brazil,South America,Green,306.56,0.33,20.56,6,10.0,1698.16,153.47,72.31,1238.78
1983,Brazil,South America,Historical,457.95,0.761,14.22,13,10.0,1772.05,179.15,115.81,1334.8
1983,Brazil,South America,Current (2020-2026),509.65,0.856,17.26,13,10.0,1710.64,192.06,108.69,1318.71
1983,Brazil,South America,BAU,576.32,0.666,11.19,15,10.0,1726.86,151.55,134.41,1390.54
1983,Brazil,South America,Green,327.62,0.513,19.67,8,10.0,1695.37,124.86,71.29,1242.26
1984,Brazil,South America,Historical,506.0,0.876,20.09,11,10.0,1746.85,134.73,106.01,1363.02
1984,Brazil,South America,Current (2020-2026),500.41,0.905,11.75,13,10.0,1839.96,149.01,111.29,1314.84
1984,Brazil,South America,BAU,551.63,0.831,12.22,13,10.0,1756.16,142.95,139.6,1357.43
1984,Brazil,South America,Green,348.03,0.405,20.83,8,10.0,1968.61,185.85,67.34,1249.0
1985,Brazil,South America,Historical,527.49,0.816,12.14,12,10.0,1882.08,140.53,122.74,1296.86
1985,Brazil,South America,Current (2020-2026),491.25,0.713,18.17,9,10.0,2015.05,165.68,122.92,1310.6
1985,Brazil,South America,BAU,553.49,0.961,15.89,14,10.0,1924.3,176.05,132.05,1359.34
1985,Brazil,South America,Green,338.26,0.317,16.13,5,10.0,1733.46,155.02,69.06,1234.79
1986,Brazil,South America,Historical,451.71,0.784,15.08,15,10.0,1886.63,159.5,116.71,1319.17
1986,Brazil,South America,Current (2020-2026),514.08,0.743,14.75,12,10.0,1984.93,139.16,123.51,1328.64
1986,Brazil,South America,BAU,555.8,0.827,8.68,10,10.0,1810.2,166.85,142.69,1371.1
1986,Brazil,South America,Green,331.7,0.334,19.68,9,10.0,1817.86,151.3,80.53,1262.8
1987,Brazil,South America,Historical,450.17,0.599,16.62,8,10.0,1723.17,148.04,115.27,1320.93
1987,Brazil,South America,Current (2020-2026),486.07,0.788,15.84,11,10.0,1940.62,187.22,129.82,1363.51
1987,Brazil,South America,BAU,561.36,0.952,12.0,12,10.0,2026.56,128.19,144.49,1367.49
1987,Brazil,South America,Green,321.09,0.454,22.01,7,10.0,1944.33,134.89,81.77,1255.93
1988,Brazil,South America,Historical,469.43,0.786,20.18,10,10.0,1766.67,161.53,112.98,1354.93
1988,Brazil,South America,Current (2020-2026),511.19,0.885,16.05,10,10.0,1900.51,177.01,126.61,1341.69
1988,Brazil,South America,BAU,560.36,1.089,14.13,17,10.0,1843.23,208.42,148.15,1368.13
1988,Brazil,South America,Green,337.29,0.4,17.57,8,12.07,1781.28,178.58,90.58,1301.91
1989,Brazil,South America,Historical,462.51,0.821,16.17,12,10.0,1803.9,210.34,122.61,1350.3
1989,Brazil,South America,Current (2020-2026),496.91,0.783,14.56,16,15.01,1970.69,177.73,132.62,1360.88
1989,Brazil,South America,BAU,569.76,0.825,12.71,12,10.0,1731.98,175.63,149.46,1379.08
1989,Brazil,South America,Green,321.49,0.602,22.81,8,13.06,2057.83,211.55,81.47,1273.3
1990,Brazil,South America,Historical,483.96,0.817,17.74,13,19.96,1823.38,165.07,137.81,1361.91
1990,Brazil,South America,Current (2020-2026),520.45,0.869,17.48,13,14.19,1807.79,181.31,127.17,1360.39
1990,Brazil,South America,BAU,573.22,1.01,15.3,16,15.81,1840.54,129.23,152.89,1398.49
1990,Brazil,South America,Green,342.18,0.551,28.9,7,13.62,2061.46,190.55,99.27,1263.3
1991,Brazil,South America,Historical,468.77,0.835,18.1,11,15.13,1966.63,144.83,128.24,1358.59
1991,Brazil,South America,Current (2020-2026),489.88,0.966,18.06,14,10.0,1870.27,136.53,140.02,1390.27
1991,Brazil,South America,BAU,560.29,0.981,12.99,14,10.15,1982.61,151.63,152.47,1408.81
1991,Brazil,South America,Green,312.19,0.558,15.93,6,10.47,1828.55,171.8,97.21,1281.91
1992,Brazil,South America,Historical,472.09,0.976,19.71,13,14.89,2014.19,183.75,128.83,1346.98
1992,Brazil,South America,Current (2020-2026),481.33,0.916,19.4,17,10.0,2050.89,165.95,136.66,1376.3
1992,Brazil,South America,BAU,576.03,1.009,14.3,15,10.0,1853.02,194.84,155.67,1387.25
1992,Brazil,South America,Green,329.04,0.513,19.64,9,10.49,1925.54,126.89,83.33,1247.17
1993,Brazil,South America,Historical,458.85,0.927,15.62,9,10.0,1937.31,171.76,134.64,1386.74
1993,Brazil,South America,Current (2020-2026),494.24,0.82,25.74,16,14.06,2087.22,184.22,131.71,1381.39
1993,Brazil,South America,BAU,571.81,1.079,13.22,18,10.0,1860.13,150.07,169.36,1387.05
1993,Brazil,South America,Green,329.04,0.421,25.06,9,11.81,1906.43,164.17,91.32,1263.17
1994,Brazil,South America,Historical,493.31,0.907,17.93,13,10.0,1812.99,141.04,138.8,1382.98
1994,Brazil,South America,Current (2020-2026),538.54,1.054,21.12,13,10.0,1950.37,186.26,138.39,1401.92
1994,Brazil,South America,BAU,610.81,1.063,13.58,20,14.01,1751.42,127.72,170.99,1414.72
1994,Brazil,South America,Green,328.63,0.597,27.1,11,28.37,2041.62,195.77,92.15,1299.83
1995,Brazil,South America,Historical,494.41,0.862,19.77,13,13.81,2048.58,160.75,135.62,1378.51
1995,Brazil,South America,Current (2020-2026),495.45,0.99,19.56,15,10.83,1884.0,176.5,148.3,1403.01
1995,Brazil,South America,BAU,593.85,1.174,17.05,18,10.0,1798.26,121.64,166.5,1426.33
1995,Brazil,South America,Green,355.63,0.461,23.33,6,14.85,2012.5,152.32,97.02,1320.15
1996,Brazil,South America,Historical,508.22,0.853,28.12,14,18.71,1952.03,147.12,143.47,1386.13
1996,Brazil,South America,Current (2020-2026),506.6,0.95,20.7,12,24.35,1751.88,177.74,144.43,1388.44
1996,Brazil,South America,BAU,580.86,1.385,15.33,15,14.02,1877.7,136.8,165.39,1430.01
1996,Brazil,South America,Green,338.49,0.525,29.03,9,13.05,1929.58,124.29,91.32,1328.52
1997,Brazil,South America,Historical,518.99,1.027,21.13,10,22.98,1948.92,130.1,138.18,1412.56
1997,Brazil,South America,Current (2020-2026),536.01,1.102,18.02,14,16.26,2095.15,168.99,153.78,1411.08
1997,Brazil,South America,BAU,598.97,0.915,15.63,17,10.0,2074.72,222.92,164.38,1451.26
